,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Type
1589,Ford Ecosport,Kochi,2017,75445,Diesel,Manual,First,22.7,1498,89.84,5.0,7,Ford
1590,Maruti Ciaz,Kochi,2015,46601,Petrol,Manual,First,20.73,1373,91.1,5.0,6,Maruti
1591,Volkswagen Passat,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968,167.7,5.0,6,Volkswagen
1592,Honda Jazz,Pune,2017,27000,Diesel,Manual,First,27.3,1498,98.6,5.0,8,Honda
1593,Audi A4,Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968,174.33,5.0,24,Audi
1594,Hyundai Grand,Kochi,2017,34429,Diesel,Manual,First,24.0,1120,70,5.0,5,Hyundai
1595,Mercedes-Benz GL-Class,Delhi,2013,46000,Diesel,Automatic,First,12.0,2987,224,7.0,36,Mercedes-Benz
1596,Toyota Innova,Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494,100.6,7.0,11,Toyota
1597,Nissan Sunny,Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498,97.7,5.0,3,Nissan
1598,Skoda Laura,Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968,138.1,5.0,6,Skoda
1599,Chevrolet Aveo,Jaipur,2006,100000,Petrol,Manual,First,14.49,1399,92.7,5.0,1,Chevrolet
1600,Honda Mobilio,Mumbai,2014,57000,Diesel,Manual,First,24.2,1498,98.6,7.0,5,Honda
1601,Maruti Ritz,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248,73.9,5.0,3,Maruti
1602,Volkswagen Polo,Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198,73.9,5.0,4,Volkswagen
1603,Nissan Terrano,Mumbai,2013,31000,Petrol,Manual,First,13.24,1598,102.5,5.0,4,Nissan
1604,Maruti A-Star,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998,66.1,5.0,3,Maruti
1605,Honda City,Pune,2014,43772,Petrol,Manual,First,17.0,1497,118,5.0,6,Honda
1606,Hyundai Grand,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197,82,5.0,7,Hyundai
1607,Jaguar XE,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999,177,5.0,38,Jaguar
1608,Mahindra Scorpio,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179,120,8.0,6,Mahindra
1609,Mercedes-Benz New,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796,186,5.0,10,Mercedes-Benz
1610,Skoda Superb,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798,157.75,5.0,10,Skoda
1611,Chevrolet Cruze,Pune,2012,137008,Diesel,Automatic,First,18.1,1991,147.9,4.0,4,Chevrolet
1612,Mahindra Scorpio,Delhi,2010,61001,Diesel,Manual,First,12.05,2179,120,8.0,4,Mahindra
1613,Hyundai Verna,Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591,121.3,5.0,7,Hyundai
1614,Hyundai i20,Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396,90,5.0,6,Hyundai
1615,Honda City,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497,78,5.0,2,Honda
1616,Hyundai i10,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197,78.9,5.0,2,Hyundai
1617,Honda Amaze,Delhi,2013,89429,Diesel,Manual,First,25.8,1498,98.6,5.0,3,Honda
1618,Maruti Wagon,Delhi,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5.0,2,Maruti
1619,Honda Brio,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198,86.8,5.0,3,Honda
1620,Hyundai i20,Kochi,2014,55804,Petrol,Manual,First,17.0,1197,80,5.0,4,Hyundai
1621,Volkswagen Vento,Kochi,2016,25899,Petrol,Manual,First,15.04,1598,103.2,5.0,6,Volkswagen
1622,Skoda Octavia,Pune,2008,82000,Diesel,Manual,Second,18.7,1896,66,5.0,2,Skoda
1623,Mercedes-Benz E-Class,Mumbai,2014,52000,Diesel,Automatic,First,13.0,2143,204,5.0,24,Mercedes-Benz
1624,Renault Duster,Pune,2013,20000,Petrol,Manual,First,13.24,1598,102.57,5.0,6,Renault
1625,Hyundai EON,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814,55.2,5.0,3,Hyundai
1626,Maruti Swift,Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5.0,6,Maruti
1627,Audi Q5,Mumbai,2015,11964,Diesel,Automatic,First,13.22,2967,241.4,5.0,32,Audi
1628,Hyundai i20,Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197,81.83,5.0,7,Hyundai
1629,Honda Brio,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198,86.8,5.0,4,Honda
1630,Maruti Swift,Kochi,2014,49386,Petrol,Manual,First,17.5,1298,85.8,5.0,4,Maruti
1631,Hyundai Grand,Delhi,2017,12248,Petrol,Manual,First,18.9,1197,81.86,5.0,4,Hyundai
1632,Mahindra Xylo,Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498,112,8.0,7,Mahindra
1633,Volkswagen Polo,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798,189,4.0,4,Volkswagen
1634,Maruti Alto,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998,67.1,5.0,3,Maruti
1635,Volkswagen Polo,Kolkata,2014,30000,Diesel,Manual,First,22.07,1199,73.9,5.0,3,Volkswagen
1636,Hyundai Grand,Delhi,2016,81605,Petrol,Manual,First,18.9,1197,82,5.0,4,Hyundai
1637,Mercedes-Benz New,Coimbatore,2017,32642,Diesel,Automatic,First,14.84,2143,170,5.0,34,Mercedes-Benz
1638,Hyundai Verna,Pune,2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5.0,6,Hyundai
1639,Fiat Punto,Chennai,2010,72204,Petrol,Manual,First,15.7,1172,67,5.0,2,Fiat
1640,Toyota Innova,Pune,2011,156347,Diesel,Manual,Second,12.99,2494,100,8.0,8,Toyota
1641,Mahindra TUV,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493,100,7.0,8,Mahindra
1642,Volkswagen Polo,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498,88.8,5.0,5,Volkswagen
1643,BMW 5,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995,190,5.0,37,BMW
1644,Mercedes-Benz GLE,Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5.0,70,Mercedes-Benz
1645,Mercedes-Benz M-Class,Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5.0,22,Mercedes-Benz
1646,Hyundai Grand,Kochi,2018,10393,Petrol,Manual,First,18.9,1197,81.86,5.0,6,Hyundai
1647,Skoda Superb,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5.0,4,Skoda
1648,Hyundai i10,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197,78.9,5.0,3,Hyundai
1649,Hyundai i20,Hyderabad,2011,113562,Diesel,Manual,First,23.0,1396,90,5.0,4,Hyundai
1650,Mahindra Scorpio,Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179,120,8.0,5,Mahindra
1651,Honda Brio,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198,86.8,5.0,3,Honda
1652,Hyundai i20,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197,81.83,5.0,6,Hyundai
1653,Ford Endeavour,Pune,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499,143,7.0,3,Ford
1654,Hyundai Verna,Chennai,2011,108242,Diesel,Manual,First,16.8,1493,110,5.0,4,Hyundai
1655,Toyota Fortuner,Pune,2011,146300,Diesel,Manual,First,11.5,2982,171,7.0,12,Toyota
1656,BMW X1,Pune,2011,62943,Diesel,Automatic,Second,17.05,1995,184,5.0,10,BMW
1657,Toyota Fortuner,Delhi,2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7.0,16,Toyota
1658,Honda Amaze,Pune,2018,1700,Petrol,Automatic,First,19.0,1199,88.76,5.0,7,Honda
1659,Hyundai i10,Kochi,2013,34697,Petrol,Manual,First,19.81,1086,68.05,5.0,3,Hyundai
1660,Hyundai i20,Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197,80,5.0,4,Hyundai
1661,BMW 3,Mumbai,2015,32500,Diesel,Automatic,First,19.59,1995,187.74,5.0,26,BMW
1662,Audi Q3,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968,181,5.0,28,Audi
1663,Maruti Swift,Kochi,2017,37124,Petrol,Manual,First,20.4,1197,81.80,5.0,5,Maruti
1664,Maruti Baleno,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5.0,6,Maruti
1665,Hyundai Accent,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495,94,5.0,0,Hyundai
1666,Maruti Ritz,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197,85.80,5.0,3,Maruti
1667,Tata Nano,Pune,2011,65000,Petrol,Manual,Second,26.0,624,35,4.0,0,Tata
1668,Ford Figo,Ahmedabad,2012,55005,Diesel,Manual,First,20.0,1399,68,5.0,2,Ford
1669,Volkswagen Passat,Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5.0,7,Volkswagen
1670,Fiat Linea,Chennai,2010,160000,Diesel,Manual,Second,19.0,1248,93,5.0,2,Fiat
1671,Mahindra Xylo,Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7.0,5,Mahindra
1672,Maruti Wagon,Hyderabad,2013,67263,Petrol,Manual,First,18.9,998,67.1,5.0,3,Maruti
1673,Toyota Etios,Kochi,2012,44223,Petrol,Manual,First,17.6,1496,88.7,5.0,3,Toyota
1674,Hyundai Grand,Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197,82,5.0,5,Hyundai
1675,Toyota Innova,Pune,2014,160000,Diesel,Manual,First,12.99,2494,100,8.0,12,Toyota
1676,Tata Indica,Kolkata,2008,133000,Diesel,Manual,First,16.8,1405,62,5.0,0,Tata
1677,BMW 3,Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995,184,5.0,19,BMW
1678,Ford Endeavour,Delhi,2017,38000,Diesel,Automatic,First,10.91,3198,197,7.0,30,Ford
1679,Maruti Ciaz,Mumbai,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5.0,8,Maruti
1680,Ford Figo,Kolkata,2015,1001,Diesel,Manual,First,25.83,1498,99,5.0,7,Ford
1681,Chevrolet Aveo,Pune,2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5.0,0,Chevrolet
1682,Honda City,Delhi,2011,78256,Petrol,Automatic,First,16.8,1497,118,5.0,4,Honda
1683,Nissan Sunny,Chennai,2016,90000,Petrol,Manual,First,16.95,1498,97.6,5.0,6,Nissan
1684,Maruti Swift,Kolkata,2016,18000,Petrol,Manual,First,19.1,1197,85.8,5.0,4,Maruti
1685,Ford Figo,Kolkata,2012,60000,Diesel,Manual,First,20.0,1399,68,5.0,2,Ford
1686,Fiat Grande,Jaipur,2011,130000,Diesel,Manual,First,20.3,1248,75,5.0,2,Fiat
1687,Hyundai Elite,Coimbatore,2018,32851,Petrol,Manual,First,18.6,1197,81.86,5.0,8,Hyundai
1688,Maruti Swift,Kolkata,2014,32000,Diesel,Manual,First,23.4,1248,74,5.0,4,Maruti
1689,Ford Ecosport,Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498,89.84,5.0,6,Ford
1690,Maruti Swift,Jaipur,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5.0,3,Maruti
1691,Hyundai Grand,Kochi,2016,19947,Petrol,Manual,First,18.9,1197,82,5.0,5,Hyundai
1692,Ford Endeavour,Hyderabad,2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7.0,9,Ford
1693,Volkswagen Polo,Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199,73.9,5.0,5,Volkswagen
1694,Mahindra TUV,Kochi,2018,55594,Diesel,Manual,First,18.49,1493,100,7.0,8,Mahindra
1695,BMW X6,Hyderabad,2013,58000,Diesel,Automatic,First,11.2,2993,306,4.0,48,BMW
1696,Renault Duster,Hyderabad,2012,110224,Diesel,Manual,First,19.01,1461,108.45,5.0,6,Renault
1697,Maruti Wagon,Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998,67.04,5.0,2,Maruti
1698,Maruti Ertiga,Pune,2017,121000,Diesel,Manual,First,24.52,1248,88.5,7.0,8,Maruti
1699,Maruti Alto,Jaipur,2010,73513,Petrol,Manual,First,19.7,796,46.3,5.0,1,Maruti
1700,Maruti Wagon,Jaipur,2015,34000,Petrol,Automatic,First,20.51,998,67,5.0,3,Maruti
1701,Maruti Eeco,Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196,73,7.0,4,Maruti
1702,Renault Duster,Kochi,2013,74755,Diesel,Manual,First,19.6,1461,108.45,5.0,5,Renault
1703,Maruti Zen,Kochi,2011,25805,Petrol,Manual,First,18.2,1061,64,5.0,2,Maruti
1704,Renault Duster,Kochi,2015,82603,Petrol,Manual,First,13.06,1598,102.53,5.0,4,Renault
1705,Honda Civic,Chennai,2006,110000,Petrol,Manual,First,13.5,1799,130,5.0,2,Honda
1706,Mahindra XUV500,Delhi,2012,88000,Diesel,Manual,First,16.0,2179,140,7.0,5,Mahindra
1707,Mahindra Verito,Chennai,2011,110000,Diesel,Manual,Second,21.0,1461,64.1,5.0,2,Mahindra
1708,Renault KWID,Delhi,2017,15000,Petrol,Manual,First,21.7,999,67,5.0,4,Renault
1709,Porsche Cayenne,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967,240,5.0,40,Porsche
1710,Maruti Swift,Pune,2008,150000,Diesel,Manual,Second,28.4,1248,74,5.0,2,Maruti
1711,Datsun GO,Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198,67,5.0,2,Datsun
1712,Hyundai i20,Chennai,2011,37442,Petrol,Manual,First,18.5,1197,80,5.0,3,Hyundai
1713,BMW 5,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12,1995,190,5.0,30,BMW
1714,Maruti Ertiga,Mumbai,2012,88000,Diesel,Manual,First,20.77,1248,88.8,7.0,5,Maruti
1715,Hyundai Grand,Jaipur,2014,42355,Petrol,Manual,First,18.9,1197,82,5.0,4,Hyundai
1716,BMW 3,Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996,254,5.0,14,BMW
1717,Chevrolet Cruze,Mumbai,2011,65000,Diesel,Manual,First,17.9,1998,163.7,5.0,4,Chevrolet
1718,Mercedes-Benz M-Class,Pune,2015,69000,Diesel,Automatic,First,0.0,2987,165,5.0,38,Mercedes-Benz
1719,Maruti Ritz,Jaipur,2011,79232,Diesel,Manual,First,21.1,1248,73.9,5.0,2,Maruti
1720,Mercedes-Benz New,Pune,2007,220000,Petrol,Automatic,Second,11.74,1796,186,5.0,6,Mercedes-Benz
1721,Hyundai i20,Kochi,2016,28470,Petrol,Manual,First,18.6,1197,81.83,5.0,6,Hyundai
1722,Hyundai EON,Kolkata,2014,9759,Petrol,Manual,First,20.3,998,68.05,5.0,2,Hyundai
1723,Maruti Swift,Pune,2014,75216,Diesel,Manual,First,22.9,1248,74,5.0,5,Maruti
1724,Hyundai i20,Chennai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5.0,6,Hyundai
1725,Maruti Ritz,Mumbai,2014,59451,Petrol,Manual,First,18.5,1197,85.80,5.0,3,Maruti
1726,Maruti Swift,Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248,74,5.0,5,Maruti
1727,Honda WRV,Kochi,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5.0,9,Honda
1728,Hyundai Xcent,Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5.0,4,Hyundai
1729,Honda Amaze,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198,86.7,5.0,2,Honda
1730,Hyundai Verna,Pune,2013,21107,Petrol,Manual,First,17.1,1591,121.3,5.0,5,Hyundai
1731,Honda City,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497,116.3,5.0,5,Honda
1732,Hyundai Creta,Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591,121.3,5.0,13,Hyundai
1733,Mahindra XUV500,Kochi,2014,70963,Diesel,Manual,First,15.1,2179,140,7.0,7,Mahindra
1734,Maruti Wagon,Mumbai,2013,25755,CNG,Manual,First,26.6,998,58.16,5.0,3,Maruti
1735,Toyota Innova,Mumbai,2013,51450,Diesel,Manual,First,12.8,2494,102,7.0,10,Toyota
1736,Maruti Swift,Pune,2012,75000,Diesel,Manual,First,22.9,1248,74,5.0,4,Maruti
1737,Maruti Wagon,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998,67,5.0,5,Maruti
1738,Hyundai Grand,Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5.0,6,Hyundai
1739,Honda Amaze,Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498,98.6,5.0,4,Honda
1740,BMW 3,Chennai,2010,83000,Diesel,Automatic,First,16.07,1995,181,5.0,12,BMW
1741,Ford Figo,Delhi,2011,65000,Petrol,Manual,First,15.6,1196,70,5.0,2,Ford
1742,Volkswagen Ameo,Kochi,2018,46007,Petrol,Manual,First,17.0,1198,73.75,5.0,5,Volkswagen
1743,Ford Ecosport,Kochi,2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5.0,5,Ford
1744,Honda City,Pune,2004,73500,Petrol,Manual,Second,13.0,1343,90,5.0,1,Honda
1745,Mahindra XUV500,Kolkata,2014,55000,Diesel,Manual,First,16.0,2179,140,7.0,8,Mahindra
1746,Toyota Fortuner,Delhi,2012,115000,Diesel,Manual,First,13.0,2982,168.5,7.0,12,Toyota
1747,Hyundai Grand,Kolkata,2017,31184,Petrol,Manual,First,18.9,1197,81.86,5.0,5,Hyundai
1748,Maruti Dzire,Pune,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5.0,9,Maruti
1749,Maruti Swift,Kochi,2016,38143,Diesel,Manual,First,22.9,1248,74,5.0,5,Maruti
1750,Volkswagen Polo,Pune,2012,19030,Petrol,Manual,First,16.47,1198,73.9,5.0,3,Volkswagen
1751,Toyota Etios,Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5.0,7,Toyota
1752,Maruti Swift,Mumbai,2016,23555,Petrol,Manual,First,22.0,1197,81.80,5.0,5,Maruti
1753,Mercedes-Benz E-Class,Bangalore,2013,29000,Diesel,Automatic,First,14.21,2143,203,5.0,29,Mercedes-Benz
1754,Maruti Wagon,Pune,2013,61000,Petrol,Manual,First,18.9,998,67.1,5.0,2,Maruti
1755,Tata Nano,Kochi,2012,4187,Petrol,Manual,First,26.0,624,35,4.0,1,Tata
1756,Skoda Laura,Bangalore,2011,46000,Petrol,Manual,First,13.4,1798,157.8,5.0,5,Skoda
1757,Volkswagen Polo,Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5.0,7,Volkswagen
1758,Hyundai Verna,Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582,126.32,5.0,6,Hyundai
1759,Tata Bolt,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248,74,5.0,5,Tata
1760,Hyundai EON,Kolkata,2013,36000,Petrol,Manual,First,21.1,814,55.2,5.0,1,Hyundai
1761,Audi A4,Bangalore,2014,21000,Diesel,Automatic,First,17.11,1968,174.33,5.0,24,Audi
1762,Toyota Innova,Kochi,2013,62162,Diesel,Manual,First,12.99,2494,100,7.0,8,Toyota
1763,Mercedes-Benz M-Class,Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987,254.8,5.0,36,Mercedes-Benz
1764,Hyundai Xcent,Pune,2015,58000,Diesel,Manual,First,24.4,1120,71,5.0,5,Hyundai
1765,Honda Accord,Kochi,2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5.0,5,Honda
1766,Volkswagen Vento,Kochi,2016,50867,Diesel,Manual,First,20.34,1498,103.2,5.0,7,Volkswagen
1767,Hyundai i20,Mumbai,2010,73000,Petrol,Manual,First,17.0,1197,80,5.0,2,Hyundai
1768,Hyundai Elantra,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582,126.24,5.0,6,Hyundai
1769,Ford Figo,Hyderabad,2015,36000,Diesel,Manual,First,20.0,1399,68.05,5.0,4,Ford
1770,Hyundai i20,Kochi,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5.0,6,Hyundai
1771,Hyundai Verna,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5.0,8,Hyundai
1772,Hyundai Grand,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82,5.0,3,Hyundai
1773,Audi Q5,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5.0,35,Audi
1774,Maruti Swift,Kolkata,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5.0,4,Maruti
1775,Hyundai i20,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197,80,5.0,2,Hyundai
1776,Mahindra KUV,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198,77,5.0,4,Mahindra
1777,Hyundai Elantra,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5.0,8,Hyundai
1778,Jeep Compass,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956,170,5.0,17,Jeep
1779,Maruti Vitara,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5.0,9,Maruti
1780,Toyota Corolla,Kochi,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5.0,6,Toyota
1781,Mahindra XUV500,Kolkata,2013,87284,Diesel,Manual,First,15.1,2179,140,7.0,7,Mahindra
1782,BMW X1,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995,190,5.0,27,BMW
1783,Hyundai i20,Pune,2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5.0,7,Hyundai
1784,Mercedes-Benz GLE,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5.0,64,Mercedes-Benz
1785,Chevrolet Cruze,Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5.0,6,Chevrolet
1786,Hyundai i20,Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197,80,5.0,2,Hyundai
1787,Honda Brio,Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5.0,2,Honda
1788,Nissan Evalia,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461,84.8,7.0,3,Nissan
1789,Volkswagen Polo,Delhi,2015,58000,Petrol,Manual,First,16.47,1198,73.9,5.0,3,Volkswagen
1790,Hyundai i10,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197,78.9,5.0,2,Hyundai
1791,Chevrolet Cruze,Pune,2009,73204,Diesel,Automatic,Third,18.1,1991,147.9,4.0,3,Chevrolet
1792,Hyundai i10,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5.0,2,Hyundai
1793,Maruti Ertiga,Delhi,2014,79870,Diesel,Manual,First,20.77,1248,88.76,7.0,5,Maruti
1794,Honda Amaze,Delhi,2013,90000,Diesel,Manual,First,25.8,1498,98.6,5.0,3,Honda
1795,Mercedes-Benz A,Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595,122,5.0,17,Mercedes-Benz
1796,Hyundai Grand,Kochi,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5.0,5,Hyundai
1797,Hyundai i10,Pune,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5.0,1,Hyundai
1798,Maruti Swift,Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248,74,5.0,8,Maruti
1799,Honda City,Pune,1999,140000,Petrol,Manual,First,13.0,1343,90,5.0,0,Honda
1800,Toyota Innova,Pune,2013,255000,Diesel,Manual,Third,12.99,2494,100.6,7.0,6,Toyota
1801,Mini Cooper,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998,112,5.0,19,Mini
1802,Fiat Linea,Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368,112.4,5.0,6,Fiat
1803,Chevrolet Aveo,Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399,92.7,5.0,2,Chevrolet
1804,Hyundai i10,Chennai,2008,85445,Petrol,Manual,Second,19.81,1086,68.05,5.0,2,Hyundai
1805,Hyundai Xcent,Delhi,2015,54000,Diesel,Manual,First,24.4,1120,71,5.0,3,Hyundai
1806,Maruti Celerio,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998,67.04,5.0,3,Maruti
1807,Hyundai i10,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197,78.9,5.0,3,Hyundai
1808,Renault Duster,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461,83.8,5.0,5,Renault
1809,BMW 3,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995,190,5.0,10,BMW
1810,Hyundai Grand,Kolkata,2018,1800,Petrol,Manual,First,18.9,1197,82,5.0,5,Hyundai
1811,Chevrolet Spark,Pune,2009,44200,Petrol,Manual,Second,18.0,995,62,5.0,1,Chevrolet
1812,Honda City,Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497,117.3,5.0,11,Honda
1813,Volkswagen Vento,Chennai,2013,720000,Diesel,Manual,First,20.54,1598,103.6,5.0,5,Volkswagen
1814,Toyota Fortuner,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982,169,7.0,14,Toyota
1815,Honda City,Delhi,2011,68000,Petrol,Manual,First,17.0,1497,118,5.0,3,Honda
1816,BMW 5,Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995,190,5.0,40,BMW
1817,Audi Q5,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5.0,38,Audi
1818,Maruti Ritz,Delhi,2014,32805,Diesel,Manual,First,23.2,1248,73.94,5.0,3,Maruti
1819,Volkswagen Vento,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498,103.2,5.0,7,Volkswagen
1820,Honda City,Kochi,2016,55700,Diesel,Manual,First,26.0,1498,98.6,5.0,7,Honda
1821,Audi A4,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,10,Audi
1822,Skoda Rapid,Hyderabad,2014,56000,Petrol,Manual,First,15.0,1598,103.52,5.0,7,Skoda
1823,Toyota Fortuner,Delhi,2011,60000,Diesel,Manual,First,11.5,2982,171,7.0,10,Toyota
1824,Chevrolet Optra,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991,123.7,5.0,2,Chevrolet
1825,Maruti Eeco,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196,73,7.0,2,Maruti
1826,Maruti Ciaz,Delhi,2017,17000,Petrol,Manual,First,20.73,1373,91.1,5.0,7,Maruti
1827,Maruti Ciaz,Delhi,2016,66000,Diesel,Manual,First,28.09,1248,88.5,5.0,6,Maruti
1828,Toyota Innova,Pune,2014,102418,Diesel,Manual,First,12.99,2494,100.6,7.0,10,Toyota
1829,Maruti Swift,Kolkata,2014,48800,Petrol,Manual,First,19.1,1197,85.8,5.0,4,Maruti
1830,Toyota Innova,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755,171.5,7.0,19,Toyota
1831,Tata Indica,Pune,2017,8200,Diesel,Manual,First,25.0,1396,69,5.0,4,Tata
1832,Hyundai i20,Jaipur,2012,100000,Petrol,Manual,First,18.5,1197,82.85,5.0,3,Hyundai
1833,Ford Fiesta,Pune,2012,78000,Diesel,Manual,First,17.8,1399,68,5.0,2,Ford
1834,Chevrolet Enjoy,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248,73.74,8.0,4,Chevrolet
1835,Ford Fiesta,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399,68,5.0,1,Ford
